file,line,import,type,confidence,auto_fix
/home/user/Isaac/isaac/tools/file_ops.py,8,from typing import Tuple,function/class,High,Y
/home/user/Isaac/isaac/tools/shell_exec.py,6,import re,module,High,Y
/home/user/Isaac/isaac/tools/shell_exec.py,7,from typing import Optional,function/class,High,Y
/home/user/Isaac/isaac/tools/shell_exec.py,8,from pathlib import Path,function/class,High,Y
/home/user/Isaac/isaac/ui/_archived/advanced_input.py,8,from typing import Optional,function/class,High,Y
/home/user/Isaac/isaac/ui/_archived/terminal_control.py,12,import xml.etree.ElementTree,module,High,Y
/home/user/Isaac/isaac/ui/_archived/terminal_control.py,13,from typing import Tuple,function/class,High,Y
/home/user/Isaac/isaac/ui/config_console.py,13,from prompt_toolkit.widgets import Frame,function/class,High,Y
/home/user/Isaac/isaac/ui/config_console.py,15,from prompt_toolkit.layout.containers import WindowAlign,function/class,High,Y
/home/user/Isaac/isaac/ui/header_display.py,6,import time,module,High,Y
/home/user/Isaac/isaac/ui/predictive_completer.py,7,import os,module,High,Y
/home/user/Isaac/isaac/ui/predictive_completer.py,8,import re,module,High,Y
/home/user/Isaac/isaac/ui/predictive_completer.py,12,from typing import Set,function/class,High,Y
/home/user/Isaac/isaac/ui/predictive_completer.py,13,from datetime import timedelta,function/class,High,Y
/home/user/Isaac/isaac/ui/progress_indicator.py,8,from typing import Callable,function/class,High,Y
/home/user/Isaac/isaac/ui/progress_indicator.py,9,from dataclasses import dataclass,function/class,High,Y
/home/user/Isaac/isaac/ui/progress_indicator.py,9,from dataclasses import field,function/class,High,Y
/home/user/Isaac/isaac/ui/prompt_handler.py,6,import sys,module,High,Y
/home/user/Isaac/isaac/ui/prompt_handler.py,7,from typing import Optional,function/class,High,Y
/home/user/Isaac/isaac/ui/splash_screen.py,7,import os,module,High,Y
/home/user/Isaac/isaac/ui/visual_enhancer.py,7,from typing import Optional,function/class,High,Y
/home/user/Isaac/isaac/voice/multi_language.py,6,import os,module,High,Y
/home/user/Isaac/isaac/voice/multi_language.py,9,from typing import Callable,function/class,High,Y
/home/user/Isaac/isaac/voice/multi_language.py,9,from typing import Union,function/class,High,Y
/home/user/Isaac/isaac/voice/multi_language.py,12,import threading,module,High,Y
/home/user/Isaac/isaac/voice/multi_language.py,13,import re,module,High,Y
/home/user/Isaac/isaac/voice/speech_to_text.py,11,from typing import Union,function/class,High,Y
/home/user/Isaac/isaac/voice/speech_to_text.py,14,import tempfile,module,High,Y
/home/user/Isaac/isaac/voice/speech_to_text.py,15,import subprocess,module,High,Y
/home/user/Isaac/isaac/voice/text_to_speech.py,11,from dataclasses import asdict,function/class,High,Y
/home/user/Isaac/isaac/voice/text_to_speech.py,12,from pathlib import Path,function/class,High,Y
/home/user/Isaac/isaac/voice/voice_shortcuts.py,6,import os,module,High,Y
/home/user/Isaac/isaac/voice/voice_shortcuts.py,9,import threading,module,High,Y
/home/user/Isaac/isaac/voice/voice_shortcuts.py,10,from typing import Union,function/class,High,Y
/home/user/Isaac/isaac/voice/voice_shortcuts.py,11,from dataclasses import field,function/class,High,Y
/home/user/Isaac/isaac/voice/voice_shortcuts.py,13,import re,module,High,Y
/home/user/Isaac/isaac/voice/voice_transcription.py,11,from typing import Union,function/class,High,Y
/home/user/Isaac/isaac/voice/voice_transcription.py,13,from pathlib import Path,function/class,High,Y
